"Trial.Number","Random_ID","Mood","Anxiety","fdbk","SubjPE","PE","Certainty_Rating","m_hist","Prediction","pilot_nr","pilot_details"
24,"SUPPRF83713",75,3,41,-22,-13,17,54,63,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF83713",65,0,100,24,20,2,80,76,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF83713",4,9,47,-24,27,24,20,71,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF83713",70,10,38,-29,1,8,37,67,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF83713",76,12,70,13,-1,11,71,57,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF83713",82,3,96,6,16,86,80,90,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF83713",78,1,24,4,-13,84,37,20,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF83713",80,3,88,51,25,70,63,37,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF83713",75,6,78,-8,24,19,54,86,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF83713",74,10,94,22,23,14,71,72,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF83713",73,4,66,28,12,59,54,38,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF83713",69,3,38,-52,-16,84,54,90,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF83713",75,0,16,-68,-13,86,29,84,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF83713",79,5,8,-62,-12,24,20,70,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF83713",78,3,62,-8,-1,17,63,70,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF83713",80,5,61,-18,24,17,37,79,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF83713",72,2,46,-53,0,99,46,99,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF83713",78,8,35,-42,15,21,20,77,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF83713",70,3,54,-33,0,18,54,87,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF83713",83,9,83,16,12,14,71,67,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF83713",70,15,77,-11,14,12,63,88,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF83713",76,9,55,9,1,6,54,46,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF83713",80,7,47,0,-16,77,63,47,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF83713",81,12,63,41,0,3,63,22,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF83713",84,10,55,36,-16,83,71,19,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF76101",85,11,70,-20,-1,100,71,90,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF76101",73,14,15,-15,-14,90,29,30,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF76101",72,13,16,6,-13,60,29,10,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF76101",78,15,37,-33,0,27,37,70,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF76101",83,15,29,4,0,89,29,25,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF76101",88,4,88,18,25,95,63,70,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF76101",83,1,47,12,27,85,20,35,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF76101",83,0,55,-35,-16,100,71,90,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF76101",87,0,35,-1,15,81,20,36,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF76101",75,3,34,-51,-12,84,46,85,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF76101",85,0,61,41,24,50,37,20,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF76101",69,3,50,-20,-13,95,63,70,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF76101",81,0,19,-6,-1,86,20,25,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF76101",76,0,6,-14,-14,86,20,20,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF76101",71,6,67,-23,-13,92,80,90,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF76101",81,0,58,22,12,64,46,36,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF76101",65,9,28,-28,-1,79,29,56,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF76101",63,16,41,-34,-13,78,54,75,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF76101",56,13,8,-22,-12,41,20,30,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF76101",64,31,22,22,-15,100,37,0,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF76101",76,18,83,13,12,80,71,70,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF76101",79,8,75,15,29,81,46,60,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF76101",53,6,96,86,16,93,80,10,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF76101",63,10,38,-12,1,72,37,50,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF76101",57,6,24,-31,-13,47,37,55,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF76101",68,8,33,-7,-13,85,46,40,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF76101",73,4,68,-7,-12,90,80,75,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF76101",68,7,45,-15,-1,71,46,60,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF76101",67,9,66,5,12,74,54,61,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF76101",70,6,46,0,0,67,46,46,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF76101",49,8,81,54,1,57,80,27,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF76101",60,7,55,-20,1,100,54,75,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF76101",69,6,78,18,24,80,54,60,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF76101",72,7,47,-8,-16,77,63,55,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF76101",62,8,38,-33,-16,83,54,71,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF76101",63,7,94,24,23,95,71,70,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF76101",69,8,54,-6,0,80,54,60,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF76101",60,6,58,23,29,78,29,35,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF76101",64,1,62,-12,-1,81,63,74,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF76101",66,4,80,4,0,72,80,76,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF76101",64,5,77,27,14,84,63,50,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF76101",64,5,56,-14,-15,90,71,70,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF76101",84,5,71,-4,0,90,71,75,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF76101",78,4,63,13,0,83,63,50,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF76101",80,4,46,6,17,70,29,40,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF76101",80,7,49,5,12,52,37,44,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF76101",51,50,20,10,0,0,20,10,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF76101",89,8,100,21,20,90,80,79,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF21477",75,33,71,18,0,35,71,53,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF21477",73,24,58,8,29,68,29,50,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF21477",75,20,55,8,-16,57,71,47,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF21477",74,22,6,-16,-14,55,20,22,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF21477",78,35,58,22,12,73,46,36,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF21477",78,19,16,-1,-13,74,29,17,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF21477",78,28,70,7,-1,44,71,63,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF21477",75,29,94,34,23,67,71,60,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF21477",81,21,46,-23,0,65,46,69,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF21477",76,24,29,2,0,68,29,27,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF21477",78,30,28,4,-1,69,29,24,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF21477",76,12,19,2,-1,77,20,17,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF21477",84,23,49,-6,12,51,37,55,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF21477",76,22,80,16,0,32,80,64,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF21477",78,20,8,-10,-12,70,20,18,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF21477",76,30,54,-5,0,33,54,59,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF21477",79,23,88,40,25,27,63,48,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF21477",79,20,47,-24,-16,39,63,71,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF21477",82,23,24,-1,-13,66,37,25,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF21477",79,21,38,6,1,64,37,32,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF21477",86,24,96,23,16,68,80,73,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF21477",78,18,20,-31,0,40,20,51,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF21477",80,22,66,8,12,32,54,58,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF21477",80,17,22,-45,-15,29,37,67,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF21477",75,25,45,-17,-1,41,46,62,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF21477",89,21,67,0,-13,40,80,67,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF21477",81,18,61,25,24,45,37,36,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF21477",85,21,81,10,1,38,80,71,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF21477",85,15,34,-36,-12,24,46,70,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF21477",77,32,50,-19,-13,35,63,69,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF21477",78,18,47,29,27,64,20,18,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF21477",79,16,77,15,14,27,63,62,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF21477",80,21,55,4,1,37,54,51,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF21477",82,16,37,-2,0,45,37,39,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF21477",85,19,68,-9,-12,33,80,77,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF21477",71,25,56,-12,-15,26,71,68,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF21477",87,21,15,-5,-14,50,29,20,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF21477",74,28,38,0,-16,64,54,38,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF21477",78,14,46,21,17,25,29,25,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF21477",84,17,35,19,15,64,20,16,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF21477",81,20,75,34,29,67,46,41,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF21477",75,15,41,8,-13,62,54,33,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF21477",79,24,83,52,12,60,71,31,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF21477",84,18,63,0,0,71,63,63,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF21477",82,21,62,-5,-1,76,63,67,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF21477",84,21,33,5,-13,64,46,28,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF21477",81,25,78,44,24,60,54,34,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF21477",87,22,100,24,20,81,80,76,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF30226",28,90,34,-12,-12,63,46,46,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF30226",37,84,71,30,0,64,71,41,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF30226",16,89,6,-46,-14,35,20,52,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF30226",24,94,38,-21,-16,75,54,59,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF30226",28,93,46,-16,17,79,29,62,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF30226",24,92,78,53,24,44,54,25,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF30226",9,92,38,-17,1,32,37,55,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF30226",22,87,96,81,16,33,80,15,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF30226",18,91,83,29,12,26,71,54,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF30226",12,88,77,44,14,20,63,33,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF30226",22,93,33,-22,-13,25,46,55,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF30226",16,91,22,-16,-15,64,37,38,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF30226",15,89,58,3,29,25,29,55,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF30226",20,97,61,26,24,40,37,35,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF30226",86,89,47,25,27,19,20,22,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF30226",24,100,15,0,-14,71,29,15,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF30226",26,100,46,31,0,78,46,15,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF30226",8,93,68,20,-12,30,80,48,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF30226",10,98,8,-19,-12,77,20,27,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF30226",16,94,94,47,23,75,71,47,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF30226",20,96,28,-2,-1,84,29,30,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF30226",19,99,35,5,15,59,20,30,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF30226",16,100,55,24,-16,74,71,31,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF30226",24,98,70,63,-1,24,71,7,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF30226",13,94,54,41,0,39,54,13,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF30226",20,100,80,67,0,71,80,13,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF30226",5,100,41,15,-13,44,54,26,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF30226",25,99,58,10,12,26,46,48,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF30226",0,100,29,-1,0,89,29,30,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF30226",1,100,50,36,-13,76,63,14,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF30226",2,100,20,7,0,26,20,13,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF30226",0,98,66,66,12,1,54,0,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF30226",0,97,62,55,-1,34,63,7,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF30226",0,99,19,12,-1,7,20,7,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF30226",0,98,16,12,-13,44,29,4,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF30226",0,98,56,56,-15,56,71,0,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF30226",1,99,63,54,0,29,63,9,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF30226",1,0,81,9,1,64,80,72,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF30226",3,97,49,49,12,55,37,0,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF30226",2,99,47,14,-16,43,63,33,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF30226",2,98,88,85,25,40,63,3,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF30226",1,100,75,56,29,70,46,19,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF30226",1,97,55,44,1,32,54,11,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF30226",1,100,67,57,-13,59,80,10,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF30226",0,98,37,-5,0,33,37,42,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF30226",2,100,24,-6,-13,26,37,30,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF30226",0,99,100,52,20,29,80,48,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF30226",0,98,45,5,-1,39,46,40,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF87860",50,49,20,-47,0,29,20,67,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF87860",48,50,62,0,-1,61,63,62,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF87860",49,53,67,7,-13,56,80,60,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF87860",48,49,33,-36,-13,36,46,69,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF87860",51,50,54,-18,0,61,54,72,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF87860",50,51,38,12,-16,45,54,26,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF87860",51,50,78,35,24,53,54,43,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF87860",50,52,8,-34,-12,50,20,42,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF87860",49,51,37,-13,0,51,37,50,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF87860",48,46,77,29,14,50,63,48,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF87860",50,49,94,42,23,60,71,52,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF87860",51,50,61,-6,24,69,37,67,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF87860",50,50,56,10,-15,52,71,46,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF87860",49,48,24,-6,-13,59,37,30,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF87860",49,52,6,-34,-14,24,20,40,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF87860",49,47,58,52,29,5,29,6,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF87860",53,45,49,38,12,44,37,11,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF87860",51,49,16,-5,-13,46,29,21,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF87860",54,44,83,32,12,51,71,51,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF87860",50,49,70,-7,-1,66,71,77,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF87860",50,51,46,12,17,50,29,34,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF87860",49,49,50,0,-13,48,63,50,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF87860",49,53,71,37,0,51,71,34,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF87860",51,51,68,41,-12,31,80,27,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF87860",51,52,19,-14,-1,57,20,33,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF87860",49,50,63,15,0,50,63,48,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF87860",49,50,96,83,16,52,80,13,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF87860",48,54,35,27,15,19,20,8,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF87860",48,49,46,-3,0,49,46,49,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF87860",50,50,41,11,-13,47,54,30,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF87860",49,50,45,-3,-1,47,46,48,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF87860",53,48,100,58,20,59,80,42,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF87860",50,46,47,41,27,32,20,6,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF87860",48,49,88,39,25,49,63,49,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF87860",50,51,81,23,1,72,80,58,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF87860",51,48,75,49,29,49,46,26,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF87860",50,50,22,-28,-15,51,37,50,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF87860",50,48,80,33,0,52,80,47,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF87860",50,49,47,26,-16,50,63,21,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF87860",48,50,66,16,12,49,54,50,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF87860",51,49,55,14,-16,46,71,41,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF87860",49,50,15,-18,-14,49,29,33,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF87860",48,49,38,38,1,99,37,0,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF87860",52,50,55,14,1,49,54,41,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF87860",50,51,58,9,12,50,46,49,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF87860",51,50,28,-3,-1,47,29,31,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF87860",50,50,29,-14,0,51,29,43,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF87860",51,48,34,7,-12,50,46,27,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF74630",100,9,62,47,-1,100,63,15,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF74630",0,40,19,9,-1,43,20,10,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF74630",100,0,55,55,-16,0,71,0,"Pilot 8","Pilot 8: max feedback + text"
4,"SUPPRF74630",0,100,50,-12,-13,0,63,62,"Pilot 8","Pilot 8: max feedback + text"
5,"SUPPRF74630",14,93,28,28,-1,100,29,0,"Pilot 8","Pilot 8: max feedback + text"
6,"SUPPRF74630",60,24,46,40,0,0,46,6,"Pilot 8","Pilot 8: max feedback + text"
7,"SUPPRF74630",0,99,35,-14,15,27,20,49,"Pilot 8","Pilot 8: max feedback + text"
8,"SUPPRF74630",0,100,37,-17,0,0,37,54,"Pilot 8","Pilot 8: max feedback + text"
9,"SUPPRF74630",76,62,46,31,17,9,29,15,"Pilot 8","Pilot 8: max feedback + text"
10,"SUPPRF74630",100,0,100,38,20,100,80,62,"Pilot 8","Pilot 8: max feedback + text"
11,"SUPPRF74630",100,0,78,30,24,58,54,48,"Pilot 8","Pilot 8: max feedback + text"
12,"SUPPRF74630",0,95,29,-6,0,77,29,35,"Pilot 8","Pilot 8: max feedback + text"
13,"SUPPRF74630",100,0,96,71,16,39,80,25,"Pilot 8","Pilot 8: max feedback + text"
14,"SUPPRF74630",44,61,67,23,-13,35,80,44,"Pilot 8","Pilot 8: max feedback + text"
15,"SUPPRF74630",90,0,83,53,12,74,71,30,"Pilot 8","Pilot 8: max feedback + text"
16,"SUPPRF74630",0,100,24,-2,-13,100,37,26,"Pilot 8","Pilot 8: max feedback + text"
17,"SUPPRF74630",100,0,54,14,0,93,54,40,"Pilot 8","Pilot 8: max feedback + text"
18,"SUPPRF74630",0,0,22,22,-15,12,37,0,"Pilot 8","Pilot 8: max feedback + text"
19,"SUPPRF74630",88,99,45,9,-1,100,46,36,"Pilot 8","Pilot 8: max feedback + text"
20,"SUPPRF74630",100,2,94,94,23,100,71,0,"Pilot 8","Pilot 8: max feedback + text"
21,"SUPPRF74630",94,0,81,81,1,100,80,0,"Pilot 8","Pilot 8: max feedback + text"
22,"SUPPRF74630",100,62,41,3,-13,0,54,38,"Pilot 8","Pilot 8: max feedback + text"
23,"SUPPRF74630",0,100,8,-10,-12,0,20,18,"Pilot 8","Pilot 8: max feedback + text"
24,"SUPPRF74630",87,100,77,45,14,0,63,32,"Pilot 8","Pilot 8: max feedback + text"
25,"SUPPRF74630",75,0,71,43,0,0,71,28,"Pilot 8","Pilot 8: max feedback + text"
26,"SUPPRF74630",0,100,16,-69,-13,59,29,85,"Pilot 8","Pilot 8: max feedback + text"
27,"SUPPRF74630",0,100,15,15,-14,100,29,0,"Pilot 8","Pilot 8: max feedback + text"
28,"SUPPRF74630",100,53,80,30,0,81,80,50,"Pilot 8","Pilot 8: max feedback + text"
29,"SUPPRF74630",100,9,47,47,-16,100,63,0,"Pilot 8","Pilot 8: max feedback + text"
30,"SUPPRF74630",100,0,49,12,12,46,37,37,"Pilot 8","Pilot 8: max feedback + text"
31,"SUPPRF74630",100,0,61,13,24,0,37,48,"Pilot 8","Pilot 8: max feedback + text"
32,"SUPPRF74630",68,0,34,-2,-12,0,46,36,"Pilot 8","Pilot 8: max feedback + text"
33,"SUPPRF74630",99,0,68,38,-12,26,80,30,"Pilot 8","Pilot 8: max feedback + text"
34,"SUPPRF74630",100,0,38,-4,1,15,37,42,"Pilot 8","Pilot 8: max feedback + text"
35,"SUPPRF74630",100,0,55,54,1,0,54,1,"Pilot 8","Pilot 8: max feedback + text"
36,"SUPPRF74630",100,0,88,58,25,61,63,30,"Pilot 8","Pilot 8: max feedback + text"
37,"SUPPRF74630",71,0,47,-10,27,0,20,57,"Pilot 8","Pilot 8: max feedback + text"
38,"SUPPRF74630",100,0,66,64,12,0,54,2,"Pilot 8","Pilot 8: max feedback + text"
39,"SUPPRF74630",100,2,70,45,-1,0,71,25,"Pilot 8","Pilot 8: max feedback + text"
40,"SUPPRF74630",100,0,63,23,0,0,63,40,"Pilot 8","Pilot 8: max feedback + text"
41,"SUPPRF74630",100,1,58,6,12,100,46,52,"Pilot 8","Pilot 8: max feedback + text"
42,"SUPPRF74630",80,0,58,23,29,0,29,35,"Pilot 8","Pilot 8: max feedback + text"
43,"SUPPRF74630",0,0,20,3,0,0,20,17,"Pilot 8","Pilot 8: max feedback + text"
44,"SUPPRF74630",0,0,6,-19,-14,0,20,25,"Pilot 8","Pilot 8: max feedback + text"
45,"SUPPRF74630",100,0,38,38,-16,100,54,0,"Pilot 8","Pilot 8: max feedback + text"
46,"SUPPRF74630",94,0,33,24,-13,0,46,9,"Pilot 8","Pilot 8: max feedback + text"
47,"SUPPRF74630",100,0,75,70,29,0,46,5,"Pilot 8","Pilot 8: max feedback + text"
48,"SUPPRF74630",100,0,56,52,-15,100,71,4,"Pilot 8","Pilot 8: max feedback + text"
1,"SUPPRF80658",54,24,6,-14,-14,56,20,20,"Pilot 8","Pilot 8: max feedback + text"
2,"SUPPRF80658",70,23,96,26,16,67,80,70,"Pilot 8","Pilot 8: max feedback + text"
3,"SUPPRF80658",76,22,58,39,29,84,29,19,"Pilot 8","Pilot 8: max feedback + text"
